suburb,state,postcode,num_streets,RenewalsOrAcq,collection_amount,donation_amount,total_received,dob,age,gender,weekends,profitable
ROCHEDALE SOUTH,QLD,4123,3,Renewals,27,0,27,5/06/1943,72,1,2,0
Rochedale South,QLD,4123,5,Renewals,25,0,25,9/04/1949,66,0,2,0
Rochedale South,QLD,4123,2,Acq,24,0,24,13/02/1967,48,0,2,0
Rochedale South,QLD,4123,3,Acq,0,20,20,18/04/1941,74,1,2,0
ROCHEDALE SOUTH,QLD,4123,3,Renewals,16,0,16,na,,0,2,0
Rochedale South,QLD,4123,3,Acq,13,0,13,na,,1,2,0
Rochedale South,QLD,4123,3,Acq,10,0,10,na,,1,2,0
Rochedale,QLD,4123,3,Acq,0,10,10,20/11/1965,50,1,2,0
Greenbank,QLD,4124,3,Acq,170,0,170,na,,0,2,1
Greenbank,QLD,4124,3,Renewals,119.65,0,119.65,20/12/1954,61,0,2,1
BORONIA HEIGHTS,QLD,4124,3,Acq,100,0,100,na,,0,2,1
NEW BEITH,QLD,4124,3,Renewals,90.25,0,90.25,na,,1,2,1
New Beith,QLD,4124,3,Acq,85.5,0,85.5,na,,1,2,1
Boronia Heights,QLD,4124,4,Acq,84,0,84,13/03/1947,68,1,2,1
BORONIA HEIGHTS,QLD,4124,4,Renewals,65,0,65,na,,1,2,0
BORONIA HEIGHTS,QLD,4124,3,Renewals,63.05,0,63.05,na,,1,2,0
New Beith,QLD,4124,3,Acq,54,0,54,1/01/1971,44,1,2,0
BORONIA HEIGHTS,QLD,4124,4,Renewals,52,0,52,9/05/1950,65,1,2,0
BORONIA HEIGHTS,QLD,4124,4,Acq,51.4,0,51.4,na,,1,2,0
Greenbank,QLD,4124,3,Acq,50,0,50,na,,1,2,0
Greenbank,QLD,4124,3,Acq,50,0,50,1/01/1969,46,1,2,0
GREENBANK,QLD,4124,3,Acq,50,0,50,1/01/1969,46,1,2,0
New Beith,QLD,4124,6,Renewals,50,0,50,na,,1,2,0
GREENBANK,QLD,4124,3,Renewals,50,0,50,na,,0,2,0
GREENBANK,QLD,4124,3,Renewals,44,0,44,na,,1,2,0
NEW BEITH,QLD,4124,3,Acq,34.65,0,34.65,na,,1,2,0
Greenbank,QLD,4124,3,Renewals,34,0,34,na,,0,2,0
New Beith,QLD,4124,1,Acq,0,30,30,1/01/1956,59,1,2,0
Boronia Heights,QLD,4124,3,Acq,28,0,28,1/01/1950,65,1,2,0
Boronia Heights,QLD,4124,3,Acq,21,0,21,na,,0,2,0
BORONIA HEIGHTS,QLD,4124,3,Acq,20,0,20,1/01/1956,59,1,2,0
Boronia Heights,QLD,4124,3,Acq,20,0,20,23/10/1979,36,0,2,0
New Beith,QLD,4124,3,Renewals,0,20,20,na,,1,2,0
Boronia Heights,QLD,4124,3,Acq,5,0,5,1/01/1980,35,0,2,0
Park Ridge,QLD,4125,3,Renewals,209,0,209,na,,1,2,1
Munruben,QLD,4125,3,Acq,132.95,0,132.95,1/06/1978,37,1,2,1
Park Ridge,QLD,4125,3,Acq,80,0,80,na,,1,2,1
Park Ridge,QLD,4125,1,Renewals,77,0,77,na,,1,2,1
Park Ridge,QLD,4125,3,Acq,59,0,59,na,,1,2,0
PARK RIDGE,QLD,4125,3,Acq,54,0,54,23/06/1953,62,1,2,0
PARK RIDGE SOUTH,QLD,4125,3,Acq,49,0,49,na,,1,2,0
PARK RIDGE,QLD,4125,3,Renewals,40,0,40,na,,1,2,0
Park Ridge South,QLD,4125,4,Renewals,35,0,35,10/11/1977,38,1,2,0
PARK RIDGE SOUTH,QLD,4125,3,Acq,20,2,22,18/03/1970,45,1,2,0
Park Ridge South,QLD,4125,3,Acq,16.6,0,16.6,1/01/1955,60,1,2,0
DAISY HILL,QLD,4127,3,Acq,150,0,150,1/01/1948,67,1,2,1
SPRINGWOOD,QLD,4127,3,Acq,128,0,128,1/01/1973,42,1,2,1
Springwood,QLD,4127,3,Acq,122.2,0,122.2,19/07/1949,66,0,2,1
SPRINGWOOD,QLD,4127,3,Acq,100,0,100,na,,0,2,1
Slacks Creek,QLD,4127,3,Renewals,100,0,100,na,,0,2,1
Daisy Hill,QLD,4127,3,Acq,91,0,91,2/07/1944,71,1,2,1
SPRINGWOOD,QLD,4127,3,Renewals,89.7,0,89.7,1/01/1946,69,0,2,1
Slacks Creek,QLD,4127,3,Acq,80.5,0,80.5,14/02/1958,57,1,2,1
DAISY HILL,QLD,4127,3,Acq,72.5,0,72.5,na,,1,2,0
Slacks Creek,QLD,4127,3,Acq,66,5.4,71.4,7/11/1963,52,1,2,0
SPRINGWOOD,QLD,4127,3,Acq,70,0,70,na,,1,2,0
SLACKS CREEK,QLD,4127,5,Acq,70,0,70,na,,1,2,0
SPRINGWOOD,QLD,4127,4,Acq,55,10,65,16/01/1953,62,0,2,0
SPRINGWOOD,QLD,4127,3,Renewals,65,0,65,22/01/1934,81,0,2,0
DAISY HILL,QLD,4127,3,Acq,62.2,0,62.2,na,,1,2,0
SPRINGWOOD,QLD,4127,3,Acq,60,0,60,na,,0,2,0
SLACKS CREEK,QLD,4127,3,Renewals,60,0,60,2/12/1961,54,1,2,0
SPRINGWOOD,QLD,4127,3,Acq,55,0,55,1/01/1941,74,1,2,0
SPRINGWOOD,QLD,4127,1,Acq,50,0,50,na,,1,2,0
SPRINGWOOD,QLD,4127,1,Acq,49,0,49,1/01/1963,52,1,2,0
Springwood,QLD,4127,3,Acq,48.6,0,48.6,19/03/1998,17,0,2,0
SPRINGWOOD,QLD,4127,3,Acq,47,0,47,18/09/1970,45,1,2,0
SPRINGWOOD,QLD,4127,3,Renewals,44,0,44,na,,1,2,0
Springwood,QLD,4127,3,Acq,43,0,43,na,,0,2,0
Daisy Hill,QLD,4127,3,Acq,42,0,42,20/11/1997,18,0,2,0
SPRINGWOOD,QLD,4127,3,Acq,36.5,0,36.5,1/01/1943,72,1,2,0
Springwood,QLD,4127,3,Renewals,36,0,36,16/12/1942,73,1,2,0
DAISY HILL,QLD,4127,3,Renewals,31,0,31,na,,1,2,0
SLACKS CREEK,QLD,4127,5,Renewals,30,0,30,24/10/1958,57,1,2,0
SLACKS CREEK,QLD,4127,4,Acq,28,0,28,14/03/1987,28,1,2,0
DAISY HILL,QLD,4127,3,Renewals,23,0,23,na,,1,2,0
SPRINGWOOD,QLD,4127,5,Acq,0,20,20,11/04/1969,46,0,2,0
SPRINGWOOD,QLD,4127,3,Renewals,20,0,20,10/06/1957,58,1,2,0
SPRINGWOOD,QLD,4127,3,Renewals,20,0,20,1/01/1944,71,1,2,0
Daisy Hill,QLD,4127,3,Renewals,19,0,19,6/08/1947,68,0,2,0
SPRINGWOOD,QLD,4127,3,Acq,10.15,0,10.15,na,,1,2,0
Springwood,QLD,4127,3,Acq,7,0,7,na,,1,2,0
Shailer Park,QLD,4128,3,Acq,137,0,137,na,,0,2,1
SHAILER PARK,QLD,4128,4,Acq,129.15,0,129.15,na,,1,2,1
Shailer Park,QLD,4128,3,Acq,115.15,0,115.15,14/05/1956,59,0,2,1
SHAILER PARK,QLD,4128,2,Acq,112,0,112,26/01/1954,61,0,2,1
Tanah Merah,QLD,4128,3,Acq,110,0,110,24/02/1940,75,1,2,1
TANAH MERAH,QLD,4128,3,Acq,102.55,0,102.55,na,,1,2,1
SHAILER PARK,QLD,4128,1,Acq,100,0,100,1/01/1955,60,0,2,1
TANAH MERAH,QLD,4128,3,Acq,96,0,96,na,,0,2,1
Shailer Park,QLD,4128,3,Acq,94,0,94,na,,1,2,1
Shailer Park,QLD,4128,3,Renewals,87,0,87,27/03/1961,54,0,2,1
Shailer Park,QLD,4128,3,Acq,83.5,0,83.5,1/01/1950,65,0,2,1
Shailer Park,QLD,4128,1,Acq,78,0,78,na,,0,2,1
Shailer Park,QLD,4128,3,Renewals,76.15,0,76.15,na,,1,2,1
Shailer Park,QLD,4128,3,Renewals,0,75,75,5/10/1966,49,0,2,0
TANAH MERAH,QLD,4128,4,Renewals,66.55,0,66.55,na,,1,2,0
SHAILER PARK,QLD,4128,3,Renewals,40,25,65,na,,1,2,0
SHAILER PARK,QLD,4128,3,Acq,62.3,0,62.3,na,,1,2,0
Shailer Park,QLD,4128,4,Renewals,60.4,0,60.4,1/01/1937,78,1,2,0
TANAH MERAH,QLD,4128,3,Renewals,60,0,60,na,,0,2,0
Tanah Merah,QLD,4128,4,Renewals,55,0,55,10/08/1978,37,1,2,0
SHAILER PARK,QLD,4128,3,Acq,50,0,50,1/01/1949,66,1,2,0
SHAILER PARK,QLD,4128,3,Renewals,48.65,0,48.65,15/05/1939,76,0,2,0
SHAILER PARK,QLD,4128,1,Acq,46,0,46,1/01/1951,64,1,2,0
Shailer Park,QLD,4128,3,Renewals,44,0,44,na,,1,2,0
TANAH MERAH,QLD,4128,3,Acq,42,0,42,na,,0,2,0
SHAILER PARK,QLD,4128,3,Renewals,36,0,36,na,,1,2,0
SHAILER PARK,QLD,4128,3,Renewals,34.7,0,34.7,5/06/1963,52,0,2,0
SHAILER PARK,QLD,4128,3,Acq,30,0,30,13/01/1956,59,0,2,0
SHAILER PARK,QLD,4128,5,Renewals,30,0,30,1/01/1947,68,0,2,0
SHAILER PARK,QLD,4128,3,Acq,29,0,29,na,,1,2,0
Shailer Park,QLD,4128,3,Renewals,25,0,25,23/11/1949,66,1,2,0
Shailer Park,QLD,4128,3,Acq,24,0,24,na,,0,2,0
SHAILER PARK,QLD,4128,3,Acq,23,0,23,1/01/1972,43,1,2,0
Shailer Park,QLD,4128,3,Acq,21,0,21,na,,0,2,0
Shailer Park,QLD,4128,1,Acq,20,0,20,14/04/1962,53,0,2,0
Shailer Park,QLD,4128,3,Acq,20,0,20,6/05/1941,74,1,2,0
Shailer Park,QLD,4128,3,Renewals,20,0,20,na,,1,2,0
Shailer Park,QLD,4128,3,Acq,12,0,12,23/09/1959,56,1,2,0
LOGANHOLME,QLD,4129,5,Renewals,200,0,200,3/02/1950,65,1,2,1
LOGANHOLME,QLD,4129,3,Acq,124,0,124,13/10/1959,56,1,2,1
Loganholme,QLD,4129,5,Renewals,109.9,0,109.9,18/02/1974,41,1,2,1
LOGANHOLME,QLD,4129,3,Renewals,90,0,90,18/06/1941,74,0,2,1
LOGANHOLME,QLD,4129,3,Acq,60,0,60,1/01/1983,32,1,2,0
Loganholme,QLD,4129,1,Acq,57,0,57,na,,1,2,0
Loganholme,QLD,4129,3,Acq,52,0,52,1/01/1958,57,0,2,0
LOGANHOLME,QLD,4129,3,Acq,43,0,43,na,,1,2,0
LOGANHOLME,QLD,4129,3,Renewals,43,0,43,na,,1,2,0
Loganholme,QLD,4129,3,Acq,42.3,0,42.3,na,,1,2,0
Loganholme,QLD,4129,3,Renewals,30,0,30,na,,1,2,0
LOGANHOLME,QLD,4129,4,Acq,0,20,20,na,,1,2,0
Loganholme,QLD,4129,3,Acq,20,0,20,13/10/1966,49,0,2,0
Loganholme,QLD,4129,3,Acq,10,0,10,6/09/1969,46,1,2,0
Cornubia,QLD,4130,3,Acq,120,0,120,13/01/1947,68,0,2,1
Cornubia,QLD,4130,3,Renewals,110,0,110,1/01/1957,58,1,2,1
Cornubia,QLD,4130,3,Acq,104,0,104,4/11/1960,55,0,2,1
Carbrook,QLD,4130,2,Acq,84,0,84,1/01/1941,74,0,2,1
Cornubia,QLD,4130,3,Renewals,82,0,82,6/12/1948,67,1,2,1
CORNUBIA,QLD,4130,3,Acq,75.75,0,75.75,1/01/1942,73,0,2,1
Cornubia,QLD,4130,3,Acq,65,0,65,1/01/1958,57,0,2,0
CORNUBIA,QLD,4130,1,Acq,65,0,65,8/02/1930,85,0,2,0
CARBROOK,QLD,4130,4,Acq,45,5,50,na,,1,2,0
Cornubia,QLD,4130,3,Acq,50,0,50,na,,1,2,0
CARBROOK,QLD,4130,3,Renewals,50,0,50,14/11/1936,79,0,2,0
Cornubia,QLD,4130,3,Acq,45,0,45,na,,1,2,0
Cornubia,QLD,4130,3,Acq,42.35,2.65,45,na,,1,2,0
Cornubia,QLD,4130,3,Renewals,40,0,40,na,,1,2,0
CORNUBIA,QLD,4130,3,Acq,39,0,39,11/10/1953,62,0,2,0
Cornubia,QLD,4130,3,Acq,38.65,0,38.65,na,,1,2,0
Cornubia,QLD,4130,4,Acq,35,0,35,na,,1,2,0
Cornubia,QLD,4130,3,Acq,30,0,30,18/03/1953,62,0,2,0
CORNUBIA,QLD,4130,1,Acq,30,0,30,22/07/1995,20,0,2,0
Cornubia,QLD,4130,3,Acq,27,0,27,1/01/1958,57,1,2,0
CORNUBIA,QLD,4130,3,Acq,25,0,25,15/03/1991,24,0,2,0
LOGANLEA,QLD,4131,3,Renewals,73,0,73,16/03/1940,75,1,2,0
Meadowbrook,QLD,4131,3,Acq,0,60,60,1/01/1969,46,1,2,0
Meadowbrook,QLD,4131,3,Acq,57.6,0,57.6,na,,1,2,0
Meadowbrook,QLD,4131,3,Acq,55.45,0,55.45,25/04/1972,43,0,2,0
LOGANLEA,QLD,4131,3,Acq,50,0,50,2/04/1978,37,1,2,0
MEADOWBROOK,QLD,4131,3,Renewals,50,0,50,na,,1,2,0
MEADOWBROOK,QLD,4131,3,Acq,43,0,43,1/01/1955,60,1,2,0
LOGANLEA,QLD,4131,3,Acq,43,0,43,13/08/1953,62,1,2,0
Meadowbrook,QLD,4131,3,Acq,34.2,0,34.2,26/01/1960,55,0,2,0
Loganlea,QLD,4131,3,Acq,30,0,30,10/04/1950,65,1,2,0
Loganlea,QLD,4131,5,Renewals,28.15,0,28.15,6/01/1949,66,0,2,0
Loganlea,QLD,4131,3,Acq,28,0,28,na,,1,2,0
Meadowbrook,QLD,4131,3,Acq,25,0,25,7/06/1950,65,0,2,0
LOGANLEA,QLD,4131,3,Acq,0,25,25,na,,1,2,0
Meadowbrook,QLD,4131,3,Acq,21.8,0,21.8,1/01/1950,65,1,2,0
Meadowbrook,QLD,4131,3,Renewals,17,0,17,na,,1,2,0
Meadowbrook,QLD,4131,3,Acq,10,0,10,18/10/1968,47,1,2,0
MEADOWBROOK,QLD,4131,5,Acq,10,0,10,19/11/1957,58,1,2,0
CRESTMEAD,QLD,4132,3,Renewals,150,0,150,1/01/1945,70,1,2,1
MARSDEN,QLD,4132,5,Renewals,142.5,0,142.5,na,,1,2,1
Marsden,QLD,4132,3,Acq,76.35,0,76.35,1/01/1946,69,1,2,1
MARSDEN,QLD,4132,3,Renewals,64,0,64,15/10/1949,66,0,2,0
CRESTMEAD,QLD,4132,3,Acq,63.05,0,63.05,15/09/1938,77,1,2,0
MARSDEN,QLD,4132,4,Renewals,56.3,0,56.3,2/01/1967,48,1,2,0
MARSDEN,QLD,4132,3,Acq,55,0,55,na,,1,2,0
MARSDEN,QLD,4132,3,Acq,54.5,0,54.5,1/01/1952,63,1,2,0
MARSDEN,QLD,4132,1,Acq,54,0,54,1/01/1954,61,1,2,0
Marsden,QLD,4132,3,Acq,50,0,50,na,,1,2,0
MARSDEN,QLD,4132,3,Acq,50,0,50,31/10/1941,74,0,2,0
Marsden,QLD,4132,1,Acq,46.15,0,46.15,15/09/1946,69,1,2,0
Marsden,QLD,4132,3,Acq,26,20,46,1/01/1963,52,1,2,0
CRESTMEAD,QLD,4132,3,Renewals,45,0,45,25/02/1972,43,1,2,0
MARSDEN,QLD,4132,3,Acq,43.45,0,43.45,na,,0,2,0
Marsden,QLD,4132,1,Acq,39.65,0,39.65,2/11/1956,59,0,2,0
MARSDEN,QLD,4132,3,Renewals,36.65,0,36.65,na,,1,2,0
MARSDEN,QLD,4132,4,Renewals,35,0,35,12/07/1951,64,1,2,0
CRESTMEAD,QLD,4132,3,Renewals,32,0,32,16/03/1954,61,0,2,0
Crestmead,QLD,4132,3,Acq,27,0,27,1/01/1968,47,0,2,0
MARSDEN,QLD,4132,4,Renewals,20,0,20,na,,1,2,0
Crestmead,QLD,4132,3,Renewals,10,0,10,17/09/1947,68,1,2,0
Waterford,QLD,4133,3,Acq,220,0,220,17/05/1938,77,1,2,1
Waterford West,QLD,4133,3,Renewals,100,0,100,na,,1,2,1
Waterford West,QLD,4133,3,Acq,61,0,61,1/01/1939,76,0,2,0
WATERFORD WEST,QLD,4133,3,Acq,58,0,58,na,,1,2,0
Chambers Flat,QLD,4133,4,Acq,55,0,55,1/01/1982,33,1,2,0
LOGAN RESERVE,QLD,4133,3,Renewals,41,5,46,na,,1,2,0
WATERFORD,QLD,4133,1,Acq,40,0,40,1/01/1982,33,0,2,0
WATERFORD,QLD,4133,1,Acq,37,0,37,1/01/1947,68,1,2,0
WATERFORD WEST,QLD,4133,3,Acq,14,0,14,1/01/1972,43,1,2,0
LOGAN RESERVE,QLD,4133,2,Acq,0,10,10,1/01/1988,27,0,2,0
COORPAROO,QLD,4151,3,Renewals,189,0,189,1/01/1947,68,0,2,1
COORPAROO,QLD,4151,3,Acq,180,0,180,23/07/1939,76,0,2,1
COORPAROO,QLD,4151,3,Acq,180,0,180,17/08/1942,73,1,2,1
COORPAROO,QLD,4151,1,Acq,174,0,174,na,,0,2,1
COORPAROO BC,QLD,4151,3,Renewals,170,0,170,na,,1,2,1
Coorparoo,QLD,4151,3,Acq,125,0,125,3/09/1949,66,1,2,1
COORPAROO,QLD,4151,3,Renewals,123,0,123,na,,1,2,1
Coorparoo,QLD,4151,1,Acq,120,0,120,na,,1,2,1
COORPAROO,QLD,4151,3,Renewals,114.5,0,114.5,na,,0,2,1
Coorparoo,QLD,4151,3,Acq,114,0,114,3/06/1949,66,0,2,1
Coorparoo,QLD,4151,4,Renewals,107.35,0,107.35,17/11/1951,64,1,2,1
COORPAROO,QLD,4151,3,Acq,100,0,100,na,,1,2,1
COORPAROO,QLD,4151,3,Renewals,90,0,90,13/08/1941,74,1,2,1
Coorparoo,QLD,4151,3,Renewals,85,0,85,8/02/1965,50,1,2,1
Coorparoo,QLD,4151,3,Acq,80,0,80,6/05/1972,43,0,2,1
Coorparoo,QLD,4151,4,Acq,71,0,71,1/01/1944,71,0,2,0
Coorparoo,QLD,4151,3,Acq,66.85,0,66.85,31/01/1997,18,0,2,0
COORPAROO,QLD,4151,3,Acq,60,0,60,7/04/1973,42,1,2,0
COORPAROO,QLD,4151,1,Acq,60,0,60,26/07/1960,55,1,2,0
COORPAROO,QLD,4151,3,Acq,60,0,60,16/01/1942,73,1,2,0
Coorparoo,QLD,4151,3,Renewals,60,0,60,na,,1,2,0
Coorparoo,QLD,4151,3,Renewals,58,0,58,na,,1,2,0
COORPAROO,QLD,4151,3,Acq,53,0,53,1/01/1942,73,1,2,0
COORPAROO,QLD,4151,3,Renewals,51,0,51,na,,0,2,0
COORPAROO,QLD,4151,3,Renewals,50,0,50,11/05/1963,52,1,2,0
COORPAROO,QLD,4151,3,Renewals,50,0,50,1/01/1950,65,1,2,0
COORPAROO,QLD,4151,5,Acq,47,0,47,31/01/1949,66,0,2,0
Coorparoo,QLD,4151,3,Renewals,47,0,47,14/09/1957,58,0,2,0
Coorparoo,QLD,4151,3,Renewals,39.1,0,39.1,na,,1,2,0
Coorparoo,QLD,4151,3,Acq,36,0,36,na,,1,2,0
Coorparoo,QLD,4151,3,Acq,32,0,32,29/09/1957,58,1,2,0
Coorparoo,QLD,4151,3,Acq,30,0,30,1/01/1953,62,1,2,0
Coorparoo,QLD,4151,3,Acq,25.8,0,25.8,na,,0,2,0
COORPAROO,QLD,4151,3,Acq,20,0,20,na,,1,2,0
COORPAROO,QLD,4151,3,Acq,20,0,20,na,,1,2,0
Coorparoo,QLD,4151,3,Acq,20,0,20,na,,0,2,0
COORPAROO,QLD,4151,3,Acq,10,0,10,9/10/1968,47,1,2,0
CARINDALE,QLD,4152,7,Renewals,282.4,0,282.4,17/02/1935,80,1,2,1
CARINA HEIGHTS,QLD,4152,3,Acq,250,0,250,14/02/1956,59,0,2,1
Carindale,QLD,4152,3,Acq,221,0,221,na,,1,2,1
CARINA,QLD,4152,5,Renewals,214.25,0,214.25,na,,0,2,1
Carindale,QLD,4152,3,Acq,193,0,193,4/05/1935,80,0,2,1
CARINDALE,QLD,4152,3,Renewals,109,50,159,na,,0,2,1
CARINDALE,QLD,4152,3,Renewals,154.5,0,154.5,16/10/1948,67,1,2,1
Camp Hill,QLD,4152,1,Acq,145,0,145,1/12/1969,46,1,2,1
Carindale,QLD,4152,1,Acq,139,0,139,na,,0,2,1
CARINA,QLD,4152,3,Renewals,138,0,138,16/10/1949,66,1,2,1
CARINDALE,QLD,4152,5,Renewals,138,0,138,14/08/1970,45,0,2,1
CARINDALE,QLD,4152,4,Renewals,124,0,124,na,,1,2,1
Carindale,QLD,4152,5,Renewals,123.15,0,123.15,12/07/1959,56,1,2,1
Carindale,QLD,4152,1,Acq,120,0,120,28/01/1939,76,1,2,1
CARINA HEIGHTS,QLD,4152,3,Acq,119.65,0,119.65,na,,1,2,1
CARINDALE,QLD,4152,3,Acq,115,0,115,na,,1,2,1
Carindale,QLD,4152,3,Acq,105,0,105,1/01/1959,56,1,2,1
CARINA,QLD,4152,3,Acq,54,50,104,na,,1,2,1
CARINDALE,QLD,4152,4,Acq,103.8,0,103.8,17/06/1957,58,0,2,1
Carindale,QLD,4152,4,Acq,103,0,103,29/08/1942,73,1,2,1
CARINA,QLD,4152,1,Acq,103,0,103,8/08/1946,69,0,2,1
Carina,QLD,4152,4,Acq,102.6,0,102.6,1/01/1941,74,0,2,1
CAMP HILL,QLD,4152,3,Acq,101,0,101,1/01/1949,66,0,2,1
Camp Hill,QLD,4152,3,Acq,101,0,101,28/08/1939,76,1,2,1
CARINDALE,QLD,4152,3,Acq,100,0,100,1/01/1954,61,0,2,1
Carina Heights,QLD,4152,3,Acq,100,0,100,14/08/1975,40,1,2,1
CARINDALE,QLD,4152,4,Acq,5,95,100,1/01/1954,61,0,2,1
CARINDALE,QLD,4152,3,Acq,100,0,100,28/04/1970,45,1,2,1
CARINDALE,QLD,4152,3,Renewals,100,0,100,27/09/1968,47,1,2,1
Camp Hill,QLD,4152,3,Renewals,100,0,100,1/01/1955,60,0,2,1
CAMP HILL,QLD,4152,3,Renewals,99.65,0.35,100,na,,1,2,1
Camp Hill,QLD,4152,3,Renewals,100,0,100,20/03/1936,79,0,2,1
CAMP HILL,QLD,4152,3,Renewals,92,0,92,3/03/1940,75,1,2,1
Camp Hill,QLD,4152,3,Acq,88.45,0,88.45,1/01/1970,45,0,2,1
Carina,QLD,4152,3,Acq,85,0,85,na,,1,2,1
CARINDALE,QLD,4152,3,Acq,85,0,85,1/01/1966,49,1,2,1
CARINA,QLD,4152,3,Renewals,84,0,84,1/01/1944,71,0,2,1
Carindale,QLD,4152,3,Acq,82,0,82,na,,0,2,1
CARINDALE,QLD,4152,3,Acq,82,0,82,na,,1,2,1
CARINDALE,QLD,4152,3,Acq,82,0,82,na,,0,2,1
CARINA,QLD,4152,3,Acq,81.9,0,81.9,17/05/1945,70,0,2,1
Carindale,QLD,4152,3,Acq,81,0,81,10/09/1953,62,1,2,1
Camp Hill,QLD,4152,3,Acq,80,0,80,1/01/1959,56,1,2,1
Carina,QLD,4152,3,Renewals,80,0,80,1/04/1944,71,0,2,1
CARINA,QLD,4152,3,Renewals,73.25,0,73.25,na,,1,2,0
CARINDALE,QLD,4152,3,Renewals,73,0,73,9/04/1939,76,0,2,0
Camp Hill,QLD,4152,3,Acq,69.75,0,69.75,na,,1,2,0
CARINA,QLD,4152,4,Acq,67.5,0,67.5,na,,0,2,0
Camp Hill,QLD,4152,3,Acq,67,0,67,24/11/1959,56,1,2,0
Carindale,QLD,4152,3,Acq,66,0,66,1/01/1969,46,1,2,0
Carina,QLD,4152,3,Acq,65,0,65,na,,0,2,0
Camp Hill,QLD,4152,3,Acq,64,0,64,11/03/1952,63,0,2,0
CARINDALE,QLD,4152,1,Acq,62.5,0,62.5,na,,1,2,0
CARINDALE,QLD,4152,4,Acq,62.1,0,62.1,1/08/1965,50,1,2,0
Carindale,QLD,4152,3,Acq,62,0,62,na,,0,2,0
CARINDALE,QLD,4152,4,Renewals,61,0,61,13/02/1962,53,1,2,0
Carina,QLD,4152,3,Acq,60,0,60,na,,0,2,0
CARINA,QLD,4152,3,Acq,60,0,60,1/01/1966,49,1,2,0
Carindale,QLD,4152,4,Renewals,60,0,60,na,,1,2,0
Carina Heights,QLD,4152,3,Renewals,60,0,60,4/05/1946,69,1,2,0
CAMP HILL,QLD,4152,1,Acq,56,0,56,30/04/1976,39,1,2,0
Carindale,QLD,4152,3,Acq,55,0,55,13/10/1965,50,1,2,0
CAMP HILL,QLD,4152,3,Acq,55,0,55,20/02/1937,78,0,2,0
CAMP HILL,QLD,4152,3,Acq,50,5,55,na,,1,2,0
CARINDALE,QLD,4152,3,Acq,55,0,55,na,,1,2,0
Carindale,QLD,4152,4,Renewals,55,0,55,30/07/1962,53,1,2,0
CARINDALE,QLD,4152,3,Renewals,55,0,55,na,,1,2,0
Camp Hill,QLD,4152,1,Acq,53,0,53,1/01/1955,60,1,2,0
CARINA,QLD,4152,1,Acq,52.4,0,52.4,6/08/1956,59,1,2,0
Carindale,QLD,4152,1,Acq,0,50,50,3/06/1982,33,1,2,0
CARINA,QLD,4152,3,Acq,50,0,50,22/02/1948,67,0,2,0
CARINDALE,QLD,4152,3,Acq,0,50,50,1/01/1961,54,0,2,0
CARINA,QLD,4152,1,Acq,50,0,50,na,,1,2,0
CAMP HILL,QLD,4152,3,Renewals,50,0,50,24/12/1963,52,1,2,0
CARINA,QLD,4152,3,Acq,48,0,48,25/12/1948,67,0,2,0
CARINA,QLD,4152,3,Renewals,46,0,46,4/12/1964,51,1,2,0
CARINDALE,QLD,4152,3,Acq,45,0,45,1/01/1936,79,0,2,0
CARINDALE,QLD,4152,4,Acq,44.1,0,44.1,na,,1,2,0
CAMP HILL,QLD,4152,4,Renewals,42.2,0,42.2,na,,1,2,0
Carina Heights,QLD,4152,3,Acq,42,0,42,na,,1,2,0
CARINDALE,QLD,4152,3,Acq,40,0,40,22/06/1948,67,1,2,0
Carindale,QLD,4152,5,Acq,40,0,40,24/08/1972,43,1,2,0
Carina,QLD,4152,3,Acq,40,0,40,1/01/1968,47,1,2,0
CARINDALE,QLD,4152,1,Acq,40,0,40,1/01/1953,62,0,2,0
Camp Hill,QLD,4152,3,Acq,39,0,39,25/05/1972,43,1,2,0
CARINDALE,QLD,4152,4,Renewals,39,0,39,na,,1,2,0
CARINA,QLD,4152,3,Acq,38.5,0,38.5,6/07/1948,67,1,2,0
CAMP HILL,QLD,4152,3,Acq,38,0,38,na,,0,2,0
CARINA,QLD,4152,3,Acq,38,0,38,na,,1,2,0
CAMP HILL,QLD,4152,3,Acq,32,5,37,1/01/1968,47,1,2,0
CARINA HEIGHTS,QLD,4152,4,Acq,36,0,36,1/01/1948,67,1,2,0
CARINDALE,QLD,4152,3,Acq,35,0,35,na,,1,2,0
Carina,QLD,4152,1,Acq,35,0,35,na,,1,2,0
CARINDALE,QLD,4152,3,Acq,35,0,35,na,,1,2,0
Carindale,QLD,4152,3,Acq,34,0,34,na,,1,2,0
CARINDALE,QLD,4152,3,Acq,20,14,34,na,,1,2,0
CARINA,QLD,4152,4,Acq,33,0,33,27/06/1981,34,1,2,0
Carindale,QLD,4152,4,Renewals,33,0,33,na,,1,2,0
CARINA,QLD,4152,3,Acq,32.85,0,32.85,na,,0,2,0
CARINA,QLD,4152,3,Renewals,32,0,32,na,,1,2,0
CARINDALE,QLD,4152,4,Acq,31.5,0,31.5,na,,1,2,0
CARINDALE,QLD,4152,6,Acq,31.2,0,31.2,26/12/1956,59,0,2,0
CARINA,QLD,4152,1,Acq,30.3,0,30.3,27/10/1956,59,1,2,0
Camp Hill,QLD,4152,3,Acq,30,0,30,20/02/1964,51,1,2,0
Carina,QLD,4152,3,Acq,30,0,30,na,,1,2,0
